,img_url,title,year,info,url
30,https://d3swacfcujrr1g.cloudfront.net/img/uploads/2000/01/009744001019.jpg,"O Recruta, o Aranha, o Penélope",1992,Bordado sobre feltro,https://enciclopedia.itaucultural.org.br//obra63285/o-recruta-o-aranha-o-penelope
31,https://d3swacfcujrr1g.cloudfront.net/img/uploads/2000/01/013302175369.jpg,O Transatlântico,1990,Acrílica e lápis sobre lona,https://enciclopedia.itaucultural.org.br//obra58611/o-transatlantico
32,https://d3swacfcujrr1g.cloudfront.net/img/uploads/2000/01/001516006013.jpg,Objetos de Marte,1987,Acrílica sobre lona,https://enciclopedia.itaucultural.org.br//obra15009/objetos-de-marte
33,https://d3swacfcujrr1g.cloudfront.net/img/uploads/2000/01/013302164719.jpg,Os Pensamentos do Coração,1988,Acrílica sobre lona,https://enciclopedia.itaucultural.org.br//obra15190/os-pensamentos-do-coracao
34,https://d3swacfcujrr1g.cloudfront.net/img/uploads/2000/01/013302164689.jpg,Os Rios por meu fluido entrego meu coração,1991,Acrílica sobre lona,https://enciclopedia.itaucultural.org.br//obra62273/os-rios-por-meu-fluido-entrego-meu-coracao
35,https://d3swacfcujrr1g.cloudfront.net/img/uploads/2000/01/013302165609.jpg,Pequeno Reino,1988,Acrílica e tinta preta a pena sobre papel colada sobre papel,https://enciclopedia.itaucultural.org.br//obra58406/pequeno-reino
36,https://d3swacfcujrr1g.cloudfront.net/img/uploads/2000/01/013302166309.jpg,"Possibilidade, Importância, Atitude",1989,Acrílica sobre tela,https://enciclopedia.itaucultural.org.br//obra62181/possibilidade-importancia-atitude
37,https://d3swacfcujrr1g.cloudfront.net/img/uploads/2000/01/013302174889.jpg,Provas de Amor,1991,Bordado sobre talagarça e voile,https://enciclopedia.itaucultural.org.br//obra24489/provas-de-amor
38,https://d3swacfcujrr1g.cloudfront.net/img/uploads/2000/01/013302164619.jpg,Quelle,1989,Acrílica sobre lona,https://enciclopedia.itaucultural.org.br//obra58424/quelle
39,https://d3swacfcujrr1g.cloudfront.net/img/uploads/2000/01/013302163529.jpg,Quem Morre Comigo,1983,Acrílica sobre napa,https://enciclopedia.itaucultural.org.br//obra58717/quem-morre-comigo
40,https://d3swacfcujrr1g.cloudfront.net/img/uploads/2000/01/013302166439.jpg,Rapaz com a Cabeça Londe Demais para Pensar,1989,Esferográfica e lápis de cor sobre papel,https://enciclopedia.itaucultural.org.br//obra58792/rapaz-com-a-cabeca-londe-demais-para-pensar
41,https://d3swacfcujrr1g.cloudfront.net/img/uploads/2000/01/001516009013.jpg,Redemoinhos,1985,Acrílica sobre tela,https://enciclopedia.itaucultural.org.br//obra15013/redemoinhos
42,https://d3swacfcujrr1g.cloudfront.net/img/uploads/2000/01/013302166449.jpg,Rios de Palavras,1987,Acrílica sobre lona,https://enciclopedia.itaucultural.org.br//obra7088/rios-de-palavras
43,https://d3swacfcujrr1g.cloudfront.net/img/uploads/2000/01/013302163579.jpg,São Tantas as Verdades,1988,"Acrílica, pedras semi preciosas bordadas e fio de cobre sobre lona",https://enciclopedia.itaucultural.org.br//obra58444/sao-tantas-as-verdades
44,https://d3swacfcujrr1g.cloudfront.net/img/uploads/2000/01/013302190989.jpg,Sem Título,1990,Acrílica sobre tela,https://enciclopedia.itaucultural.org.br//obra66387/sem-titulo
45,https://d3swacfcujrr1g.cloudfront.net/img/uploads/2000/01/013302175669.jpg,Sem Título,1987,Acrílica sobre lona,https://enciclopedia.itaucultural.org.br//obra58507/sem-titulo
46,https://d3swacfcujrr1g.cloudfront.net/img/uploads/2000/01/006790001013.jpg,Sem Título,1983,Guache sobre papel,https://enciclopedia.itaucultural.org.br//obra44463/sem-titulo
47,https://d3swacfcujrr1g.cloudfront.net/img/uploads/2000/01/006789001013.jpg,Sem Título,1983,Guache sobre papel,https://enciclopedia.itaucultural.org.br//obra44462/sem-titulo
48,https://d3swacfcujrr1g.cloudfront.net/img/uploads/2000/01/011647001019.jpg,Sem Título,1983,Guache sobre papel,https://enciclopedia.itaucultural.org.br//obra44461/sem-titulo
49,https://d3swacfcujrr1g.cloudfront.net/img/uploads/2000/01/011646001019.jpg,Sem Título,1983,Acrílica sobre tecido,https://enciclopedia.itaucultural.org.br//obra35192/sem-titulo
50,https://d3swacfcujrr1g.cloudfront.net/img/uploads/2000/01/006787001013.jpg,Sem Título,1983,Guache sobre papel,https://enciclopedia.itaucultural.org.br//obra35190/sem-titulo
51,https://d3swacfcujrr1g.cloudfront.net/img/uploads/2000/01/001516011013.jpg,Sem Título,1985,Acrílica sobre lona,https://enciclopedia.itaucultural.org.br//obra15193/sem-titulo
52,https://d3swacfcujrr1g.cloudfront.net/img/uploads/2000/01/001516008013.jpg,Sem Título,1987,Acrílica sobre tela,https://enciclopedia.itaucultural.org.br//obra15012/sem-titulo
53,https://d3swacfcujrr1g.cloudfront.net/img/uploads/2000/01/001516005013.jpg,Sem Título,1983,Acrílica sobre tela,https://enciclopedia.itaucultural.org.br//obra15008/sem-titulo
54,https://d3swacfcujrr1g.cloudfront.net/img/uploads/2000/01/001516004013.jpg,Sem Título,1983,Acrílica e óleo sobre tela,https://enciclopedia.itaucultural.org.br//obra15007/sem-titulo
55,https://d3swacfcujrr1g.cloudfront.net/img/uploads/2000/01/001516003013.jpg,Sem Título,1987,Acrílica sobre lona,https://enciclopedia.itaucultural.org.br//obra7102/sem-titulo
56,https://d3swacfcujrr1g.cloudfront.net/img/uploads/2000/01/013302164639.jpg,Shy,1990,Tinta preta a pena e tinta metálica sobre papel,https://enciclopedia.itaucultural.org.br//obra58638/shy
57,https://d3swacfcujrr1g.cloudfront.net/img/uploads/2000/01/013302166729.jpg,Sob o Peso dos Meus Amores,1990,Tinta preta e aquarela sobre papel,https://enciclopedia.itaucultural.org.br//obra58512/sob-o-peso-dos-meus-amores
58,https://d3swacfcujrr1g.cloudfront.net/img/uploads/2000/01/001516010013.jpg,Todos os Rios,1989,Acrílica sobre lona,https://enciclopedia.itaucultural.org.br//obra15191/todos-os-rios
